Date,Close 
"Dec 1, 2024",1.2549
"Nov 1, 2024",1.2733
"Oct 1, 2024",1.296
"Sep 1, 2024",1.3383
"Aug 1, 2024",1.313
"Jul 1, 2024",1.2837
"Jun 1, 2024",1.265
"May 1, 2024",1.273
"Apr 1, 2024",1.256
"Mar 1, 2024",1.2627
"Feb 1, 2024",1.2663
"Jan 1, 2024",1.2696
"Dec 1, 2023",1.2741
"Nov 1, 2023",1.2696
"Oct 1, 2023",1.2166
"Sep 1, 2023",1.2203
"Aug 1, 2023",1.2712
"Jul 1, 2023",1.2854
"Jun 1, 2023",1.2615
"May 1, 2023",1.2412
"Apr 1, 2023",1.2576
"Mar 1, 2023",1.2387
"Feb 1, 2023",1.2062
"Jan 1, 2023",1.2354
"Dec 1, 2022",1.2099
"Nov 1, 2022",1.1947
"Oct 1, 2022",1.1596
"Sep 1, 2022",1.1169
"Aug 1, 2022",1.166
"Jul 1, 2022",1.218
"Jun 1, 2022",1.2132
"May 1, 2022",1.2647
"Apr 1, 2022",1.2575
"Mar 1, 2022",1.3139
"Feb 1, 2022",1.3373
"Jan 1, 2022",1.3403
"Dec 1, 2021",1.3498
"Nov 1, 2021",1.3315
"Oct 1, 2021",1.369
"Sep 1, 2021",1.3426
"Aug 1, 2021",1.376
"Jul 1, 2021",1.3904
"Jun 1, 2021",1.3843
"May 1, 2021",1.418
"Apr 1, 2021",1.3953
"Mar 1, 2021",1.3747
"Feb 1, 2021",1.393
"Jan 1, 2021",1.3706
"Dec 1, 2020",1.3631
"Nov 1, 2020",1.3332
"Oct 1, 2020",1.2949
"Sep 1, 2020",1.2867
"Aug 1, 2020",1.3356
"Jul 1, 2020",1.3118
"Jun 1, 2020",1.2311
"May 1, 2020",1.2345
"Apr 1, 2020",1.2471
"Mar 1, 2020",1.2372
"Feb 1, 2020",1.2818
"Jan 1, 2020",1.3089
"Dec 1, 2019",1.3113
"Nov 1, 2019",1.293
"Oct 1, 2019",1.2902
"Sep 1, 2019",1.2293
"Aug 1, 2019",1.2159
"Jul 1, 2019",1.2162
"Jun 1, 2019",1.2696
"May 1, 2019",1.261
"Apr 1, 2019",1.2932
"Mar 1, 2019",1.3045
"Feb 1, 2019",1.3318
"Jan 1, 2019",1.3117
"Dec 1, 2018",1.2694
"Nov 1, 2018",1.2784
"Oct 1, 2018",1.2709
"Sep 1, 2018",1.3031
"Aug 1, 2018",1.3011
"Jul 1, 2018",1.3135
"Jun 1, 2018",1.321
"May 1, 2018",1.3284
"Apr 1, 2018",1.3771
"Mar 1, 2018",1.4017
"Feb 1, 2018",1.3906
"Jan 1, 2018",1.4156
"Dec 1, 2017",1.3516
"Nov 1, 2017",1.3417
"Oct 1, 2017",1.3212
"Sep 1, 2017",1.3397
"Aug 1, 2017",1.2921
"Jul 1, 2017",1.3145
"Jun 1, 2017",1.3011
"May 1, 2017",1.2809
"Apr 1, 2017",1.2932
"Mar 1, 2017",1.2478
"Feb 1, 2017",1.2439
"Jan 1, 2017",1.25
"Dec 1, 2016",1.234
"Nov 1, 2016",1.2492
"Oct 1, 2016",1.2216
"Sep 1, 2016",1.2963
"Aug 1, 2016",1.3091
"Jul 1, 2016",1.3216
"Jun 1, 2016",1.3466
"May 1, 2016",1.4635
"Apr 1, 2016",1.4617
"Mar 1, 2016",1.4374
"Feb 1, 2016",1.3862
"Jan 1, 2016",1.4246
"Dec 1, 2015",1.4819
"Nov 1, 2015",1.5039
"Oct 1, 2015",1.5429
"Sep 1, 2015",1.5158
"Aug 1, 2015",1.5418
"Jul 1, 2015",1.5604
"Jun 1, 2015",1.5732
"May 1, 2015",1.5319
"Apr 1, 2015",1.5427
"Mar 1, 2015",1.4809
"Feb 1, 2015",1.5438
"Jan 1, 2015",1.507
"Dec 1, 2014",1.5569
"Nov 1, 2014",1.5613
"Oct 1, 2014",1.6001
"Sep 1, 2014",1.6242
"Aug 1, 2014",1.6591
"Jul 1, 2014",1.691
"Jun 1, 2014",1.7034
"May 1, 2014",1.6759
"Apr 1, 2014",1.6824
"Mar 1, 2014",1.6644
"Feb 1, 2014",1.6692
"Jan 1, 2014",1.6498
