Date,Close 
"Jul 1, 2018",0.7407
"Jun 1, 2018",0.7346
"May 1, 2018",0.7571
"Apr 1, 2018",0.7575
"Mar 1, 2018",0.7678
"Feb 1, 2018",0.7794
"Jan 1, 2018",0.8101
"Dec 1, 2017",0.7808
"Nov 1, 2017",0.7567
"Oct 1, 2017",0.7698
"Sep 1, 2017",0.7846
"Aug 1, 2017",0.7907
"Jul 1, 2017",0.7986
"Jun 1, 2017",0.7685
"May 1, 2017",0.7459
"Apr 1, 2017",0.7483
"Mar 1, 2017",0.7655
"Feb 1, 2017",0.7676
"Jan 1, 2017",0.7565
"Dec 1, 2016",0.7209
"Nov 1, 2016",0.7484
"Oct 1, 2016",0.7598
"Sep 1, 2016",0.7628
"Aug 1, 2016",0.7524
"Jul 1, 2016",0.7588
"Jun 1, 2016",0.747
"May 1, 2016",0.7196
"Apr 1, 2016",0.7607
"Mar 1, 2016",0.7661
"Feb 1, 2016",0.7128
"Jan 1, 2016",0.7069
"Dec 1, 2015",0.7285
"Nov 1, 2015",0.7184
"Oct 1, 2015",0.709
"Sep 1, 2015",0.7004
"Aug 1, 2015",0.7141
"Jul 1, 2015",0.7294
"Jun 1, 2015",0.7673
"May 1, 2015",0.7658
"Apr 1, 2015",0.7995
"Mar 1, 2015",0.7658
"Feb 1, 2015",0.7819
"Jan 1, 2015",0.7789
"Dec 1, 2014",0.8184
"Nov 1, 2014",0.8443
"Oct 1, 2014",0.8825
"Sep 1, 2014",0.8717
"Aug 1, 2014",0.9334
"Jul 1, 2014",0.9326
"Jun 1, 2014",0.9417
"May 1, 2014",0.9309
"Apr 1, 2014",0.9275
"Mar 1, 2014",0.926
"Feb 1, 2014",0.8962
"Jan 1, 2014",0.8796
